mZ	mX	mY	s_X	s_Y	s_Z
0.04032765833910277	1.4532760530380888	0.23890647806267915	9.954022492077174e-6	0.00010733283778006342	2.7471877377106937
0.040272123979611406	1.453272452661049	0.23890705459248157	9.445255305291102e-6	0.00010874986694266017	2.7463720433205676
0.040487703005510994	1.4532750617660812	0.23890423522890314	9.521328989954188e-6	0.00010909593049883449	2.7483060024958736
0.040511237944359076	1.453274576054536	0.2389035332896514	1.073087202851226e-5	0.00010851226189046219	2.7441926007758797
0.04097687863148433	1.4532734683786654	0.2389058473386185	1.0551393604039969e-5	0.00010778630224809546	2.7485958733510225
0.04112555590718827	1.4532751013894227	0.23890318336253785	9.83054251619394e-6	0.00010856702907693784	2.7394160475861806
0.041126311407536	1.4532752195938832	0.2389055478495625	9.830442476838348e-6	0.00010856530034145128	2.7394583019396133
0.04113036639687653	1.4532753334778983	0.23890386278412734	1.0473122808076376e-5	0.0001117163314039078	2.7417487287958755
0.04113306081305213	1.453274870130493	0.23890526153677394	1.0474807362922404e-5	0.00011171683239989544	2.7417719090183583
0.04112720474775543	1.4532743868026001	0.23890324509490296	9.98676764776119e-6	0.0001124026617659286	2.7411971644932467
0.04103648734882508	1.4532751306571665	0.23890394333301687	9.653837002727172e-6	0.00011321596071591297	2.7385310907278773
0.040704123141869566	1.4532745130841056	0.23890350694561518	9.288810550663343e-6	0.00011326597077011903	2.740009139143587
0.040578694434621726	1.4532747661279335	0.23890284114788912	9.442116468709162e-6	0.00011262238350688004	2.7367775096875797
0.040637182964073544	1.4532746420634082	0.23890675849001536	9.321697543873148e-6	0.00011146987758447995	2.739161560395913
0.04045497645308391	1.4532749330820587	0.2389072041192814	9.506044639591125e-6	0.00011187542034084467	2.7433532211323586
0.040289418363320166	1.4532749453567566	0.23890746505386007	8.764107223163378e-6	0.0001114415061441278	2.73626289734533
0.04033759088765476	1.4532745060350134	0.23890134137867713	8.382220138665137e-6	0.00010963939406266229	2.730834634455859
0.040327873043724316	1.4532745696740008	0.23890378089351472	8.191967495901284e-6	0.0001084825785552256	2.7284724924858503
0.04026029706922421	1.4532741569733938	0.2389051163487268	8.35712198793678e-6	0.00010936270629885455	2.72902510213806
0.040198274093946176	1.453275285027327	0.23890376520092702	8.302966029090613e-6	0.00011018778126559122	2.7297178030327336
0.04010231236280487	1.4532749238798663	0.23890351592854173	8.431433174627976e-6	0.000108214482924231	2.7339317953852937
0.03992184663934479	1.453274274011298	0.23890505881417345	8.221778238085618e-6	0.000108357115165837	2.7371295652565424
0.03989210558485776	1.4532751948598186	0.23890108128665483	7.993873169717086e-6	0.00010834637602804164	2.7360334537471798
0.039962569375224896	1.4532744748664717	0.23890050422399087	9.29682145543806e-6	0.00010793725810491695	2.731430390887169
0.039809369211804536	1.453273562124462	0.23890398891083497	9.028043410798206e-6	0.00010754087655944442	2.7344846613597484
0.03980325058944356	1.4532737355687484	0.23890399212865815	9.048206944987809e-6	0.00010783691731001282	2.735197042323131
0.039975139667731405	1.453273809555826	0.23890644124525723	8.967814000407134e-6	0.00010909948933869888	2.739274599992956
0.03989486258409781	1.4532747406168927	0.23890667302414692	8.941295663488243e-6	0.00010936004171130612	2.7368611971866774
0.03989340636395729	1.4532749214478498	0.23890071025534718	8.973262091375438e-6	0.00010939011231449792	2.7365793555729265
0.03993760348223533	1.4532749728996945	0.2389049491681335	8.536926357423898e-6	0.0001093422028993969	2.7428693846190626
0.04000654111336205	1.4532741912075804	0.2389037375779582	8.792955868551962e-6	0.00011006265351540462	2.7421660505946983
0.03988627388303903	1.453276153695065	0.23890514517922506	8.598577626458456e-6	0.0001131162425730113	2.7438046311740676
0.03986765386291821	1.4532732544441544	0.23890207364256902	8.753480304343585e-6	0.0001124474222083343	2.741283810466393
0.03968942444774821	1.4532747259437115	0.238906452567752	8.755646590558283e-6	0.0001129422335011118	2.7431127500168992
0.0398101393375736	1.4532748571585619	0.2389023262603337	8.632264811150831e-6	0.00011288108974798027	2.7506116542171344
0.03957260368906913	1.4532736555900057	0.2389071241187843	9.020611089556636e-6	0.00011486454506881719	2.7562104536989254
0.039637688147327474	1.4532738996120496	0.23890496593748584	9.358663589310201e-6	0.00011571143413612694	2.760508419352815
0.03947127603776252	1.453274922706853	0.23890349900518476	9.349985428288057e-6	0.000116856301390446	2.757732723110305
0.0395007002665204	1.4532746115309663	0.23890263529576636	9.36721763202475e-6	0.00011715017310458919	2.757069379223705
0.03956159464563272	1.4532738226527417	0.2389021634641632	9.326556810720881e-6	0.00011738652570638114	2.753741719260712
0.03968168515233085	1.4532742218498291	0.23890182279253844	9.546825459963908e-6	0.00011623490335142676	2.758132406667601
0.039761025885188726	1.4532742207629346	0.23890796869087855	9.545780338139879e-6	0.00011697011028364365	2.761583310448282
0.0396208772976408	1.453274332672624	0.238900133902519	9.650707746568333e-6	0.0001145451249718211	2.7560068815330236
0.03926914792978853	1.4532742398612826	0.23890496451167095	9.590106311314886e-6	0.00011387366625158148	2.7613318585473188
0.03927018393900616	1.4532741824537492	0.238903881005344	1.0217161633169906e-5	0.00011538075632302935	2.7719324814290807
0.03940828039769576	1.4532751151149585	0.23890461610777852	1.0015995660560726e-5	0.00011573965014327695	2.7688203370927678
0.03940989528358818	1.4532750464489474	0.2389049477682633	9.176153740889836e-6	0.00011539910112844496	2.7724002112620916
0.03936253930606458	1.453273751638718	0.23890359102820863	9.326442616854225e-6	0.0001153330975794825	2.771405850058321
0.039321139452652296	1.4532746541361683	0.23890347047360203	9.419160607607675e-6	0.00011573520748080554	2.7686944584634974
0.03944660744222537	1.453274319663298	0.23890502588543788	9.360412164098133e-6	0.00011535296520569036	2.7696577556968514
0.03960028246982449	1.4532745452345393	0.23890258157760688	9.240017231117869e-6	0.00011860101540301929	2.7719407685177213
0.039494578580899456	1.4532749163695884	0.23890704082374792	1.0101442794900258e-5	0.00012004948812440236	2.7774356567713037
0.039347296017553546	1.4532752194579128	0.23890756538374297	9.652633046546354e-6	0.00012086632407361109	2.7895174286278914
0.03941932341014291	1.4532737991259963	0.23890113476269603	8.737083615181778e-6	0.000118873019536936	2.791255701328154
0.0394420960920948	1.4532751977902922	0.2389012403653337	8.080812954597732e-6	0.00012102335589768903	2.793642003219051
0.039316196474017504	1.453275226577065	0.23890736185633643	7.730757822971428e-6	0.00012188362695996456	2.7988321031066703
0.039336610265586824	1.453275189085033	0.23890189934860523	7.780945266581499e-6	0.00012192877353584336	2.797904799290981
0.039472862185844726	1.453274183895134	0.23890203269978913	8.019855255446378e-6	0.00012262354365068535	2.790774287099861
0.03946451298866355	1.4532752838943133	0.2389017439145411	8.203112976883622e-6	0.00012264021294830152	2.7875778276194265
0.03936282246745378	1.4532738977216315	0.2389012251247704	8.483807472276495e-6	0.0001224280716525001	2.79161098590461
0.039172761582323246	1.453274264133464	0.238906514599045	7.774300864444915e-6	0.00012371193468446232	2.790568861707028
0.03921049580462625	1.453274378725375	0.2389072074190606	7.475453004315494e-6	0.00012578971270995164	2.799127427958431
0.03920210405100626	1.4532741153737492	0.23890788755266681	7.529316872379079e-6	0.0001258407493274049	2.7985786603598375
0.03904341756856423	1.4532738881081575	0.2389069386681691	7.3987003765749775e-6	0.0001261263414819097	2.7976919598325685
0.03903020268190871	1.4532748685763317	0.23890620168930177	7.454700480519021e-6	0.00012605587152845	2.7975165330605227
0.039040778830212605	1.4532751752785524	0.23890145617882344	7.700903271104952e-6	0.00012468222640252925	2.793146864922774
0.039043314156022996	1.4532750139401815	0.23890732856607505	7.472970176653153e-6	0.00012442794663481842	2.7917236464957433
0.03900927462541919	1.4532743659999874	0.2389053227087512	7.059005914246316e-6	0.00012530233059722179	2.7946073532262408
0.039027243178004635	1.4532752028644942	0.23890331325691758	7.200108884350199e-6	0.00012561410067290257	2.7923155469808414
0.03894000505326238	1.4532744049217852	0.23890329944937164	6.837033642687261e-6	0.00012531181115892044	2.7934694484657863
0.03891122680661191	1.4532749092641972	0.23890380393802013	6.261579489316742e-6	0.0001264005724660486	2.789118495800813
0.03880877504861714	1.4532751152204968	0.23890420947282884	6.055138549762545e-6	0.00012690542191914076	2.7904048659254492
0.038810748253987004	1.4532741110011789	0.23890031204440937	6.059212595026568e-6	0.00012689469212684315	2.790499943171494
0.03876594220964374	1.453274904171434	0.2389071425651104	6.044643203335237e-6	0.00012707376007509098	2.797441794924367
0.0388945550144987	1.4532745490507395	0.23890699753012515	6.062688353942921e-6	0.00012641554029095382	2.7975461848564653
0.03882302315621479	1.4532746905518288	0.2388996436774584	5.880024640933278e-6	0.00012754644130604938	2.802571973609189
0.03871286466251579	1.4532744570464642	0.23890008742637514	6.005819159432392e-6	0.00012790936111486395	2.801784927121637
0.03888443784708799	1.45327442011078	0.23890874502640302	6.004735034783865e-6	0.00012883093827010543	2.8002902425950067
0.03892609583572664	1.4532754246560025	0.23890858723120695	5.914671378089819e-6	0.00012822404037901895	2.7998638827308167
0.03892603847447947	1.4532754267518317	0.23890149083262766	5.7677871629537226e-6	0.00012814643599098	2.799988725025494
0.038939764084617856	1.453273845415826	0.23890654427323446	5.748680473237348e-6	0.00012830129320087917	2.8001382203406404
0.03906972946157107	1.4532740124240886	0.23890666127456173	6.007502872495142e-6	0.00012783775212541938	2.810674773760015
0.03913448956186551	1.453275227531714	0.2389062052521887	5.889961414684997e-6	0.0001268490106989995	2.812529915565138
0.039244102431129094	1.4532739776798063	0.2389058794818481	5.824483465489244e-6	0.0001265207520499736	2.8145588956349705
0.03930064149015712	1.4532742693897043	0.23890431687024982	5.835059890920229e-6	0.00012628290780963944	2.815397734551362
0.03929050551434665	1.4532741351644896	0.238904151613987	5.782007860929967e-6	0.00012696160437803626	2.8136935021179834
0.03930131863667805	1.4532752098278552	0.23890608196513385	5.985774817366049e-6	0.00012691745477721642	2.812443465494859
0.039254489336921466	1.4532750219903146	0.23890236896422676	5.853348050478571e-6	0.00012665857048597897	2.809894000901661
0.03935920248843281	1.4532747008079314	0.23890214193384116	6.225655862515491e-6	0.00012726704117434583	2.8153581536685297
0.03937214255600699	1.45327503363087	0.23890366660323648	6.00091262446685e-6	0.00012698122666036373	2.8242217094040676
0.03922529721878273	1.4532748280062697	0.23890378417242797	5.772622027405914e-6	0.00012612648433431552	2.822223866781811
0.039169635500480596	1.4532750513092	0.23890502378668318	5.690128174864322e-6	0.00012654387087539704	2.8204611603629948
0.03918889832715797	1.4532742519563988	0.23890478741993612	5.716264912077788e-6	0.0001261381724750272	2.8193914309811765
0.03921551744426251	1.4532743538134043	0.23890453823949603	5.752293235515241e-6	0.00012603803550821803	2.8191322879181984
0.03921268643497754	1.4532742524831195	0.23890538428798164	5.718247070231944e-6	0.00012601495553298943	2.8190017826458993
0.03921177833309065	1.4532751375141133	0.2389053816668801	5.693082497695912e-6	0.0001267207638272986	2.817570131022446
0.03920016761191319	1.4532744185150122	0.23890025449718202	5.700296681283268e-6	0.00012677710739247375	2.8179221294869454
0.039191847691305626	1.453274769444107	0.23890734632166705	5.728468033714501e-6	0.00012686976327170096	2.8178244940876427
0.03924714641663656	1.4532742778666117	0.23890799088325393	5.781597378610749e-6	0.0001272075345226801	2.818141590401514
0.0392118230349553	1.4532744693207849	0.23890201867384459	5.783689351835073e-6	0.00012700360312505122	2.816665128695115
0.03922303358608691	1.4532751661799792	0.23890737025272307	5.779603872923525e-6	0.00012665347877127033	2.8211018632047598
0.03927283952912868	1.453273869069292	0.2389082634096178	5.826132919305894e-6	0.00012622672300661582	2.8185054103419596
0.039176532449028544	1.4532747474394407	0.23890682338397767	5.671671545186928e-6	0.00012667620001356028	2.8191838199573556
0.03915641911439587	1.453275033789567	0.2389055387512421	5.685222872878291e-6	0.0001264601454264104	2.8221097261681405
0.03903711426841769	1.4532746640236225	0.23890308370140162	5.710959888347555e-6	0.00012558377095074733	2.825856065351347
0.03903402588408668	1.4532746044228717	0.23890372048127717	5.798751821739082e-6	0.00012549969545447442	2.827502584631091
0.039094770600121356	1.4532746722250525	0.238905723759427	5.7706612820571675e-6	0.00012518748643475228	2.832271974705207
0.039096921304658444	1.4532752855086224	0.23890548548831317	5.75990328328088e-6	0.0001252114746487833	2.8326000157482385
0.03897667404000164	1.4532741941969594	0.23890334444310413	5.8939153615727854e-6	0.00012410900614529102	2.8238691728930165
0.03899666646362911	1.4532740027508608	0.23890576457030213	6.103237942074111e-6	0.00012332493639470807	2.8219200546440204
0.03873115865462641	1.4532750860672723	0.23890406037057027	6.73346639494882e-6	0.00012335857489791097	2.8309941566915775
0.038555215695400706	1.4532745828744587	0.238901553198797	6.866917576672525e-6	0.00012431799613214504	2.8422587638059538
0.03842177106990506	1.4532751153214503	0.23890726448466568	6.976303625461947e-6	0.00012414593970055891	2.847813853794761
0.038239499809804386	1.4532741363494535	0.23890189046536575	7.2022166504399145e-6	0.00012307369297192948	2.8420847329296506
0.038240161105243885	1.453275257280877	0.2388990313196599	7.199344121069459e-6	0.0001231090524828098	2.84198958650314
0.038315364198300624	1.4532736263032502	0.23890484752239377	7.387432430792935e-6	0.0001222475479016391	2.8491704715304533
0.03845829722866656	1.4532755900601129	0.23890499895182182	7.240437171228595e-6	0.00012198905166460833	2.8493545701924963
0.038412644367349355	1.453275034520908	0.2389051512280618	7.356621372365075e-6	0.0001239447836598754	2.845938782839045
0.03849331203445808	1.4532739672707824	0.23890574667769932	7.622414069363783e-6	0.00012393811431216366	2.8485095897515986
0.03867163818178898	1.4532748854932716	0.23890387050170991	7.754982694529295e-6	0.0001244781865187457	2.8528459280832386
0.03859579119425786	1.4532742384431345	0.23890577805471075	8.049899000744023e-6	0.0001253744087504628	2.858404608128823
